Model,Group,EO_gap,Diff. TPR,Diff. TNR,Diff. FPR,Diff. FNR,SP,DI
3,race_Black,0.10341950819248294,0.09367579815095306,0.10341950819248291,0.10341950819248294,0.09367579815095306,-0.22003983475085426,0.09522622097376687
3,race_White,0.07062704932400554,0.00462325717817369,0.07062704932400554,0.07062704932400554,0.004623257178173745,0.13524934024934027,-0.0341506884586289
3,race_Asian-Pac-Islander,0.08473796919896404,0.08473796919896404,0.002819648592555568,0.002819648592555568,0.08473796919896409,0.06616787750381087,-0.061064350568955206
3,race_Amer-Indian-Eskimo,0.18810335125672129,0.18810335125672129,0.10206022687774519,0.1020602268777451,0.18810335125672129,0.008475505420872498,0.08258923304580557
4,sex_Female,0.19660199503464443,0.08675070000231411,0.19660199503464437,0.19660199503464443,0.08675070000231408,-0.3166637783214963,0.08214856040942997
4,age_>45,0.10706102591051311,0.028650670381200616,0.10706102591051314,0.10706102591051311,0.028650670381200533,0.16765793961220804,-0.04911264034770002
4,race_Black,0.12784262714088473,0.10741178866709689,0.1278426271408848,0.12784262714088473,0.10741178866709689,-0.2435162607194718,0.08874098028876876
4,race_White,0.09518298248526222,0.02875826236342871,0.09518298248526225,0.09518298248526222,0.028758262363428766,0.1613584038584039,-0.03678424450152096
4,race_Asian-Pac-Islander,0.06203890908192211,0.06203890908192211,0.007152992833620364,0.007152992833620392,0.062038909081922056,0.0498469433625397,-0.0511773597810935
4,race_Amer-Indian-Eskimo,0.14782731024134044,0.14782731024134044,0.0922766770941954,0.09227667709419532,0.14782731024134052,-0.012693487044545981,0.10079666549400845
5,sex_Female,0.17110398201938853,0.09577221742881803,0.17110398201938848,0.17110398201938853,0.09577221742881792,-0.30579140003190386,0.0922680979401761
5,age_>45,0.16384732349255884,0.0739193693743252,0.16384732349255893,0.16384732349255884,0.07391936937432522,0.2173099872787444,-0.054005386866784355
5,race_Black,0.0912187814193467,0.08679342522963751,0.0912187814193467,0.0912187814193467,0.08679342522963751,-0.2134884810934155,0.09462432071503213
5,race_White,0.06355839942489047,0.008993711350645528,0.0635583994248905,0.06355839942489047,0.008993711350645445,0.13537540787540786,-0.03774731706566181
5,race_Asian-Pac-Islander,0.08377584331266141,0.08377584331266141,0.026322835137571277,0.026322835137571304,0.08377584331266144,0.07723981744790737,-0.0515110016783783
5,race_Amer-Indian-Eskimo,0.16398962110791548,0.16398962110791548,0.05466173728947454,0.054661737289474516,0.16398962110791548,-0.035897553417881645,0.06106084542103496
6,sex_Female,0.2151391196803704,0.11426649344295359,0.21513911968037036,0.2151391196803704,0.1142664934429535,-0.3342055666499787,0.09112134113450787
6,age_>45,0.1278981395133121,0.07207587488705003,0.1278981395133122,0.1278981395133121,0.07207587488705,0.19848124052499705,-0.07004375080638459
6,race_Black,0.11415702592380911,0.04335302358286286,0.11415702592380916,0.11415702592380911,0.04335302358286283,-0.21264775355880589,0.061713645424052666
6,race_White,0.08735336628724474,0.013593224600106812,0.08735336628724477,0.08735336628724474,0.013593224600106868,0.149502782002782,-0.034106059364273134
6,race_Asian-Pac-Islander,0.036332166206062916,0.0065135358841738045,0.036332166206062944,0.036332166206062916,0.006513535884173749,0.006316415725474589,-0.02933326390219293
6,race_Amer-Indian-Eskimo,0.13222458421908212,0.13222458421908212,0.07161753088760381,0.07161753088760389,0.13222458421908215,-0.030043963707474253,0.09658329794995602
7,sex_Female,0.21325360426751722,0.12084502758686799,0.21325360426751716,0.21325360426751722,0.12084502758686808,-0.3367117031177309,0.09438538435022414
7,age_>45,0.12970243481933855,0.0283509253886699,0.12970243481933863,0.12970243481933855,0.028350925388669956,0.17642589174207696,-0.04266200463573255
7,race_Black,0.13570890134601366,0.09890593131829983,0.13570890134601366,0.13570890134601366,0.09890593131829986,-0.2454516366397514,0.0783070332038841
7,race_White,0.09630835518082201,0.03476835702488579,0.09630835518082204,0.09630835518082201,0.03476835702488573,0.16371309621309627,-0.04051463040971681
7,race_Asian-Pac-Islander,0.027095796656086163,0.025098087845258577,0.02709579665608619,0.027095796656086163,0.025098087845258604,0.020715216365048694,-0.03699482171693136
7,race_Amer-Indian-Eskimo,0.14885894710516445,0.14885894710516445,0.13408095554080957,0.13408095554080954,0.14885894710516445,0.01808200687314876,0.12539936658011608
8,sex_Female,0.1706707079748929,0.08117051626616945,0.17067070797489292,0.1706707079748929,0.08117051626616947,-0.2952355974625338,0.08837110957763161
8,age_>45,0.12806253571851567,0.05175453366543459,0.12806253571851567,0.12806253571851567,0.05175453366543459,0.18661148357049795,-0.05379435958509016
8,race_Black,0.08112354209700356,0.08112354209700356,0.08040637361466008,0.08040637361466002,0.08112354209700365,-0.20037598877464358,0.1026766588017316
8,race_White,0.05665009467597082,0.008431277039271823,0.05665009467597071,0.05665009467597082,0.008431277039271767,0.12790894790894797,-0.04361271612841122
8,race_Asian-Pac-Islander,0.08219108886721926,0.08219108886721926,0.006879307934184786,0.006879307934184731,0.08219108886721926,0.06666932625881822,-0.05826134321844334
8,race_Amer-Indian-Eskimo,0.06512911091659368,0.06512911091659368,0.0543419597434196,0.0543419597434196,0.06512911091659374,-0.060601975670779074,0.11219222559740716
9,sex_Female,0.19763867336905422,0.09060691109722674,0.19763867336905416,0.19763867336905422,0.09060691109722677,-0.316285391520683,0.08812002845608347
9,age_>45,0.13379850291746728,0.055354911704082244,0.1337985029174672,0.13379850291746728,0.05535491170408227,0.1920901060352151,-0.05850771936567167
9,race_Black,0.14644836896353147,0.10669242889729202,0.14644836896353153,0.14644836896353147,0.106692428897292,-0.2542564277690583,0.07695172119828164
